序号,标题,链接,创建时间,状态,标签
2073,Query with CASE and nested functions results in very long execution,https://github.com/MonetDB/MonetDB/issues/2852,2020-11-30T11:44:27Z,CLOSED,['bug']
2074,test monetdb5/modules/mal/Tests/inspect00 fails,https://github.com/MonetDB/MonetDB/issues/2855,2020-11-30T11:44:35Z,CLOSED,['bug']
2075,test monetdb5/optimizer/Tests/dataflow fails,https://github.com/MonetDB/MonetDB/issues/2856,2020-11-30T11:44:37Z,CLOSED,['bug']
2076,obsolete conditional HAVE_LIBXML2 still used on Windows,https://github.com/MonetDB/MonetDB/issues/2857,2020-11-30T11:44:40Z,CLOSED,['bug']
2077,prepare statement tests fail with number of arguments mismatch,https://github.com/MonetDB/MonetDB/issues/2859,2020-11-30T11:44:45Z,CLOSED,['bug']
2078,/etc/init.d/monetdb5-sql uses incorrect PIDFILE to test if monetdb is running,https://github.com/MonetDB/MonetDB/issues/2860,2020-11-30T11:44:49Z,CLOSED,['bug']
2079,mclient's \d no longer returns non-system tables due to SQL AND clause,https://github.com/MonetDB/MonetDB/issues/2861,2020-11-30T11:44:51Z,CLOSED,['bug']
2080,foreign key self references cause violation upon alter table add constraint...,https://github.com/MonetDB/MonetDB/issues/2862,2020-11-30T11:44:54Z,CLOSED,['bug']
2081,crash on first connect with fresh database,https://github.com/MonetDB/MonetDB/issues/2864,2020-11-30T11:45:01Z,CLOSED,['bug']
2082,mserver5 --set gdk_nr_threads=2 --forcemito: deadlock during first SQL client connect on virgin (empty) DB,https://github.com/MonetDB/MonetDB/issues/2865,2020-11-30T11:45:03Z,CLOSED,['bug']
2083,test monetdb5/optimizer/Tests/dataflow.mal fails on all Windows & Solaris (only),https://github.com/MonetDB/MonetDB/issues/2866,2020-11-30T11:45:07Z,CLOSED,['bug']
2084,"tests remote99, smack01 & smack01-slow hang (timeout) on multi-threaded Windows",https://github.com/MonetDB/MonetDB/issues/2867,2020-11-30T11:45:10Z,CLOSED,['bug']
2085,tests tst285 & pithole fail on some Windows platforms,https://github.com/MonetDB/MonetDB/issues/2868,2020-11-30T11:45:12Z,CLOSED,['bug']
2086,"SQL tests with ""LIKE"" crash on Windows2008 & WindowsXP while working fine on Windows7",https://github.com/MonetDB/MonetDB/issues/2869,2020-11-30T11:45:15Z,CLOSED,['bug']
2087,test monetdb5/mal/Tests/pithole fails with icc on 64-bit multi-threaded Windows,https://github.com/MonetDB/MonetDB/issues/2872,2020-11-30T11:45:23Z,CLOSED,['bug']
2088,SQL: time with precision,https://github.com/MonetDB/MonetDB/issues/2873,2020-11-30T11:45:25Z,CLOSED,['bug']
2089,database conversion needed for second interval types,https://github.com/MonetDB/MonetDB/issues/2874,2020-11-30T11:45:28Z,CLOSED,['bug']
2090,incomplete database initialization,https://github.com/MonetDB/MonetDB/issues/2875,2020-11-30T11:45:31Z,CLOSED,['bug']
2091,assertion failed when creating table with default interval,https://github.com/MonetDB/MonetDB/issues/2877,2020-11-30T11:45:36Z,CLOSED,['bug']
2092,A SELECT query fails to produce some results,https://github.com/MonetDB/MonetDB/issues/2879,2020-11-30T11:45:42Z,CLOSED,['bug']
2093,Delete of some records don't work on Monetdb,https://github.com/MonetDB/MonetDB/issues/2882,2020-11-30T11:45:50Z,CLOSED,['bug']
2094,insert into t (select * from t) bogus in multithreaded execution,https://github.com/MonetDB/MonetDB/issues/2883,2020-11-30T11:45:53Z,CLOSED,['bug']
2095,Mapi.pm and GetInfo.pm syntax fixes for array usage,https://github.com/MonetDB/MonetDB/issues/2884,2020-11-30T11:45:56Z,CLOSED,['bug']
2096,DBD::monetdb table_info error,https://github.com/MonetDB/MonetDB/issues/2885,2020-11-30T11:45:59Z,CLOSED,['bug']
2097,warning: Catalog parameter '' ignored,https://github.com/MonetDB/MonetDB/issues/2886,2020-11-30T11:46:03Z,CLOSED,['bug']
2098,"Division by zero error, when should not divide at 0",https://github.com/MonetDB/MonetDB/issues/2887,2020-11-30T11:46:06Z,CLOSED,['bug']
2099,test/null/null_in_case.sql hangs server,https://github.com/MonetDB/MonetDB/issues/2888,2020-11-30T11:46:09Z,CLOSED,['bug']
2100,Mapi::getBlock is erasing query count on second call,https://github.com/MonetDB/MonetDB/issues/2889,2020-11-30T11:46:11Z,CLOSED,['bug']
2101,Slow execution of COUNT in combination with DISTINCT,https://github.com/MonetDB/MonetDB/issues/2890,2020-11-30T11:46:15Z,CLOSED,['bug']
2102,test sql/test/BugTracker-2009/Tests/rollback_bug.sql fails since recently,https://github.com/MonetDB/MonetDB/issues/2892,2020-11-30T11:46:20Z,CLOSED,['bug']
2103,No consistent behavior of implicit cast of integer to double,https://github.com/MonetDB/MonetDB/issues/2894,2020-11-30T11:46:26Z,CLOSED,['bug']
2104,"Binary bulk loads page gives a string load example, but it is not implemented",https://github.com/MonetDB/MonetDB/issues/2896,2020-11-30T11:46:31Z,CLOSED,['bug']
2105,Mapi.pm: short reads not handled when reading blocks from server,https://github.com/MonetDB/MonetDB/issues/2897,2020-11-30T11:46:33Z,CLOSED,['bug']
2106,"order by for multiple (two) columns fails for large tables when second ordering is 'desc': ""mat.refine_reverse' undefined""",https://github.com/MonetDB/MonetDB/issues/2898,2020-11-30T11:46:36Z,CLOSED,['bug']
2107,rand(int) should not return NULL,https://github.com/MonetDB/MonetDB/issues/2900,2020-11-30T11:46:41Z,CLOSED,['bug']
2108,TypeException after calling UDF in other than sys schema (when it is initialised),https://github.com/MonetDB/MonetDB/issues/2904,2020-11-30T11:46:54Z,CLOSED,['bug']
2109,Authorisation syntax incorrect,https://github.com/MonetDB/MonetDB/issues/2905,2020-11-30T11:46:57Z,CLOSED,['bug']
2110,"""ALTER TABLE mytable SET READ ONLY"" results in server segfault",https://github.com/MonetDB/MonetDB/issues/2906,2020-11-30T11:46:59Z,CLOSED,['bug']
2111,SQL query produces error with MAL statements,https://github.com/MonetDB/MonetDB/issues/2908,2020-11-30T11:47:05Z,CLOSED,['bug']
2112,query result is not displayed when history = true,https://github.com/MonetDB/MonetDB/issues/2909,2020-11-30T11:47:08Z,CLOSED,['bug']
2113,"SQLSetStmtOption(..., SQL_CONCURRENCY, SQL_CONCUR_READ_ONLY) should be allowed",https://github.com/MonetDB/MonetDB/issues/2910,2020-11-30T11:47:11Z,CLOSED,['bug']
2114,Function body disappears after loading data - error message: SQLException:sql.resultSet:Cannot access descriptor,https://github.com/MonetDB/MonetDB/issues/2912,2020-11-30T11:47:17Z,CLOSED,['bug']
2115,mserver5 crash for huge_nr_of_columns.Bug-2609 on ppc-macos,https://github.com/MonetDB/MonetDB/issues/2914,2020-11-30T11:47:23Z,CLOSED,['bug']
2116,Query  (mclient or jdbc)  with 2 outer joins appears to crash connectionor server,https://github.com/MonetDB/MonetDB/issues/2915,2020-11-30T11:47:26Z,CLOSED,['bug']
2117,non admin user cannot create temporary tables,https://github.com/MonetDB/MonetDB/issues/2916,2020-11-30T11:47:29Z,CLOSED,['bug']
2118,Add column and select in same transaction,https://github.com/MonetDB/MonetDB/issues/2919,2020-11-30T11:47:37Z,CLOSED,['bug']
2119,"Updated database from Aug2011 to Dec2011 make queries fail with ""Subquery result missing"".",https://github.com/MonetDB/MonetDB/issues/2920,2020-11-30T11:47:39Z,CLOSED,['bug']
2120,complex where clause broken,https://github.com/MonetDB/MonetDB/issues/2921,2020-11-30T11:47:42Z,CLOSED,['bug']
2121,prepare statement tests fail after changeset a9ec95c08325,https://github.com/MonetDB/MonetDB/issues/2922,2020-11-30T11:47:45Z,CLOSED,['bug']
2122,Multiplication and cast from decimal to integer leads to 0 value,https://github.com/MonetDB/MonetDB/issues/2923,2020-11-30T11:47:47Z,CLOSED,['bug']
2123,use LIKE with ESCAPE ignores OR operator,https://github.com/MonetDB/MonetDB/issues/2924,2020-11-30T11:47:50Z,CLOSED,['bug']
2124,images missing from ODBC example,https://github.com/MonetDB/MonetDB/issues/2926,2020-11-30T11:47:55Z,CLOSED,['bug']
2125,Tutorial instructions are slightly wrong / out of date,https://github.com/MonetDB/MonetDB/issues/2927,2020-11-30T11:47:58Z,CLOSED,['bug']
2126,Cannot update a field with a count query based on an other table,https://github.com/MonetDB/MonetDB/issues/2928,2020-11-30T11:48:00Z,CLOSED,['bug']
2127,Very large number operations give strange results,https://github.com/MonetDB/MonetDB/issues/2929,2020-11-30T11:48:03Z,CLOSED,['bug']
2128,"""TypeException: algebra.join undefined"" when evaluating EXISTS (SELECT ...) predicate",https://github.com/MonetDB/MonetDB/issues/2933,2020-11-30T11:48:16Z,CLOSED,['bug']
2129,Database upgrade with SQL catalog upgrade messes up privileges,https://github.com/MonetDB/MonetDB/issues/2934,2020-11-30T11:48:18Z,CLOSED,['bug']
2130,mserver5 doesn't detect memory on Solaris/Sparc,https://github.com/MonetDB/MonetDB/issues/2935,2020-11-30T11:48:21Z,CLOSED,['bug']
2131,bug into mapi_ping(),https://github.com/MonetDB/MonetDB/issues/2936,2020-11-30T11:48:23Z,CLOSED,['bug']
2132,minor bug into monetdb_insert_id()  (php_monetdb.php),https://github.com/MonetDB/MonetDB/issues/2937,2020-11-30T11:48:26Z,CLOSED,['bug']
2133,minor bug into auto_commit() (php_monetdb.php),https://github.com/MonetDB/MonetDB/issues/2938,2020-11-30T11:48:28Z,CLOSED,['bug']
2134,"""PHP Notice"" in mapi_execute()",https://github.com/MonetDB/MonetDB/issues/2939,2020-11-30T11:48:31Z,CLOSED,['bug']
2135,PHP split() function deprecated,https://github.com/MonetDB/MonetDB/issues/2940,2020-11-30T11:48:33Z,CLOSED,['bug']
2136,Maven coordinates for MonetDB JDBC driver,https://github.com/MonetDB/MonetDB/issues/2943,2020-11-30T11:48:41Z,CLOSED,['bug']
2137,stethoscope on can't connect to database without monetdbd (discovery enabled),https://github.com/MonetDB/MonetDB/issues/2944,2020-11-30T11:48:44Z,CLOSED,['bug']
2138,Invalid BAT if left join condition has only columns from right table,https://github.com/MonetDB/MonetDB/issues/2946,2020-11-30T11:48:50Z,CLOSED,['bug']
2139,"Queries where a ""is null"" clause is combined with two equals clauses fail to produce the expected result.",https://github.com/MonetDB/MonetDB/issues/2947,2020-11-30T11:48:52Z,CLOSED,['bug']
2140,SQL exception during execution of a correct user defined function that just returns a relation table constructed by a simple SQL select query,https://github.com/MonetDB/MonetDB/issues/2949,2020-11-30T11:48:58Z,CLOSED,['bug']
2141,MonetResultSet use of SimpleDateFormat not threadsafe,https://github.com/MonetDB/MonetDB/issues/2950,2020-11-30T11:49:01Z,CLOSED,['bug']
2142,wrong results when using group by on large dataset,https://github.com/MonetDB/MonetDB/issues/2951,2020-11-30T11:49:04Z,CLOSED,['bug']
2143,utf-8 characters in long string,https://github.com/MonetDB/MonetDB/issues/2952,2020-11-30T11:49:08Z,CLOSED,['bug']
2144,segfault for monetdb get with invalid property,https://github.com/MonetDB/MonetDB/issues/2953,2020-11-30T11:49:11Z,CLOSED,['bug']
2145,stethoscope errors are confusion,https://github.com/MonetDB/MonetDB/issues/2955,2020-11-30T11:49:16Z,CLOSED,['bug']
2146,Startup of MonetDB fails with segmentationfault,https://github.com/MonetDB/MonetDB/issues/2957,2020-11-30T11:49:22Z,CLOSED,['bug']
2147,Grant does't work with schema syntax,https://github.com/MonetDB/MonetDB/issues/2958,2020-11-30T11:49:25Z,CLOSED,['bug']
2148,Nested SELECT with EXISTS causes the server to crash,https://github.com/MonetDB/MonetDB/issues/2959,2020-11-30T11:49:27Z,CLOSED,['bug']
2149,mclient terminates connection during insertion of a large number of records from a file,https://github.com/MonetDB/MonetDB/issues/2960,2020-11-30T11:49:30Z,CLOSED,['bug']
2150,client timezone information needs to be handled also for modifications to timestamp values,https://github.com/MonetDB/MonetDB/issues/2962,2020-11-30T11:49:36Z,CLOSED,['bug']
2151,"invalid tuple received from server, got 17 columns, expected 24, ignoring",https://github.com/MonetDB/MonetDB/issues/2963,2020-11-30T11:49:39Z,CLOSED,['bug']
2152,LEFT OUTER JOIN with constants returns errors,https://github.com/MonetDB/MonetDB/issues/2964,2020-11-30T11:49:43Z,CLOSED,['bug']
2153,joinPath runs indeterminately,https://github.com/MonetDB/MonetDB/issues/2965,2020-11-30T11:49:46Z,CLOSED,['bug']
2154,copy into documentation missing OFFSET count.,https://github.com/MonetDB/MonetDB/issues/2967,2020-11-30T11:49:51Z,CLOSED,['bug']
2155,Memory Leaks,https://github.com/MonetDB/MonetDB/issues/2968,2020-11-30T11:49:54Z,CLOSED,['bug']
2156,Result precision issue with Decimal data type,https://github.com/MonetDB/MonetDB/issues/2969,2020-11-30T11:49:56Z,CLOSED,['bug']
2157,MALException:mkey.bulk_rotate_xor_hash:operation failed Operands not synced on head (on altertable add unique),https://github.com/MonetDB/MonetDB/issues/2971,2020-11-30T11:50:02Z,CLOSED,['bug']
2158,SQL URL functionality contains errors,https://github.com/MonetDB/MonetDB/issues/2972,2020-11-30T11:50:05Z,CLOSED,['bug']
2159,Date coercion functionality tests,https://github.com/MonetDB/MonetDB/issues/2973,2020-11-30T11:50:08Z,CLOSED,['bug']
2160,thetajoin produces invalid/inconsistent bat,https://github.com/MonetDB/MonetDB/issues/2974,2020-11-30T11:50:11Z,CLOSED,['bug']
2161,CSV file is kept write-locked after mclient failed to COPY,https://github.com/MonetDB/MonetDB/issues/2975,2020-11-30T11:50:14Z,CLOSED,['bug']
2162,timestamp minus date results in program error,https://github.com/MonetDB/MonetDB/issues/2977,2020-11-30T11:50:20Z,CLOSED,['bug']
2163,now() + 1 results in illegal argument,https://github.com/MonetDB/MonetDB/issues/2978,2020-11-30T11:50:22Z,CLOSED,['bug']
2164,misc merovingian control problems,https://github.com/MonetDB/MonetDB/issues/2979,2020-11-30T11:50:24Z,CLOSED,['bug']
2165,"UDF template ""reverse(ra1:str):str"" seems broken",https://github.com/MonetDB/MonetDB/issues/2980,2020-11-30T11:50:27Z,CLOSED,['bug']
2166,Different answer from querys in the ODBC compared to mcliente or other DBMSs,https://github.com/MonetDB/MonetDB/issues/2981,2020-11-30T11:50:30Z,CLOSED,['bug']
2167,monetdbd status and mserver properties have random values,https://github.com/MonetDB/MonetDB/issues/2982,2020-11-30T11:50:32Z,CLOSED,['bug']
2168,monetdbd attempts to stop non-existing database 'control',https://github.com/MonetDB/MonetDB/issues/2983,2020-11-30T11:50:34Z,CLOSED,['bug']
2169,"monetdb create/release/start/stop returns error ""OK"" for remote connections",https://github.com/MonetDB/MonetDB/issues/2984,2020-11-30T11:50:37Z,CLOSED,['bug']
2170,Broken type inference when using sql round,https://github.com/MonetDB/MonetDB/issues/2987,2020-11-30T11:50:47Z,CLOSED,['bug']
2171,Subquery in select part goes wrong,https://github.com/MonetDB/MonetDB/issues/2988,2020-11-30T11:50:49Z,CLOSED,['bug']
2172,merovingian: protocol incorrect,https://github.com/MonetDB/MonetDB/issues/2991,2020-11-30T11:50:59Z,CLOSED,['bug']
2173,SQL module truncates DECIMALS when passing integers to MAL module,https://github.com/MonetDB/MonetDB/issues/2992,2020-11-30T11:51:01Z,CLOSED,['bug']
2174,Left joins are not evaluated correctly  (in some cases),https://github.com/MonetDB/MonetDB/issues/2993,2020-11-30T11:51:04Z,CLOSED,['bug']
2175,test monetdb5/modules/kernel/Tests/vacuum.mal fails since changeset ada288cef37c,https://github.com/MonetDB/MonetDB/issues/2994,2020-11-30T11:51:07Z,CLOSED,['bug']
2176,Test geom/sql/Tests/example.sql crashes since changeset 6399077ff8a4,https://github.com/MonetDB/MonetDB/issues/2995,2020-11-30T11:51:10Z,CLOSED,['bug']
2177,monetdb-python packages installed in wrong dir on Ubuntu 10.04 LTS (lucid),https://github.com/MonetDB/MonetDB/issues/2997,2020-11-30T11:51:16Z,CLOSED,['bug']
2178,Equivalent multi-way join queries give different results,https://github.com/MonetDB/MonetDB/issues/2998,2020-11-30T11:51:19Z,CLOSED,['bug']
2179,Up-cast from SQL drops order information?,https://github.com/MonetDB/MonetDB/issues/2999,2020-11-30T11:51:22Z,CLOSED,['bug']
2180,Inconsistency between read-only and read-write modes after dropping a schema,https://github.com/MonetDB/MonetDB/issues/3000,2020-11-30T11:51:25Z,CLOSED,['bug']
2181,String plus interval result in program errors upon comparison,https://github.com/MonetDB/MonetDB/issues/3002,2020-11-30T12:06:58Z,CLOSED,['bug']
2182,ODBC system error '22018',https://github.com/MonetDB/MonetDB/issues/3003,2020-11-30T12:07:01Z,CLOSED,['bug']
2183,Incorrect evaluation of conditions in WHERE part of SQL statement,https://github.com/MonetDB/MonetDB/issues/3004,2020-11-30T12:07:04Z,CLOSED,['bug']
2184,Segmentation fault on simple query,https://github.com/MonetDB/MonetDB/issues/3009,2020-11-30T12:07:19Z,CLOSED,['bug']
2185,count(*) in subquery results in 1 for query without results,https://github.com/MonetDB/MonetDB/issues/3011,2020-11-30T12:07:25Z,CLOSED,['bug']
2186,bitwise comparison fails after a cast,https://github.com/MonetDB/MonetDB/issues/3012,2020-11-30T12:07:28Z,CLOSED,['bug']
2187,dayofweek comment is wrong in mtime.mx:700,https://github.com/MonetDB/MonetDB/issues/3014,2020-11-30T12:07:34Z,CLOSED,['bug']
2188,Overflowing double multiplication leads to incorrect result,https://github.com/MonetDB/MonetDB/issues/3016,2020-11-30T12:07:39Z,CLOSED,['bug']
2189,rel_bin.c:611: exp_bin: Assertion `0' failed. with between on multicolumns,https://github.com/MonetDB/MonetDB/issues/3017,2020-11-30T12:07:42Z,CLOSED,['bug']
2190,Bad exit (due to out of diskspace) still prevents to startup when having freespace again,https://github.com/MonetDB/MonetDB/issues/3018,2020-11-30T12:07:45Z,CLOSED,['bug']
2191,Assertion error in debugging mode,https://github.com/MonetDB/MonetDB/issues/3020,2020-11-30T12:07:50Z,CLOSED,['bug']
2192,creating new database cause 153 MAL TypeExceptions,https://github.com/MonetDB/MonetDB/issues/3022,2020-11-30T12:07:55Z,CLOSED,['bug']
2193,SQL tests fail as error messages now go to stdout iso. stderr,https://github.com/MonetDB/MonetDB/issues/3023,2020-11-30T12:07:57Z,CLOSED,['bug']
2194,SQL tests crash after recent changes,https://github.com/MonetDB/MonetDB/issues/3024,2020-11-30T12:08:00Z,CLOSED,['bug']
2195,"compilation fails with ""No rule to make target `rel_psm.h', needed by `libsqlserver_la-rel_semantic.lo'.""",https://github.com/MonetDB/MonetDB/issues/3025,2020-11-30T12:08:02Z,CLOSED,['bug']
2196,sql/backends/monet5/sql.mx:2367:19: error: 's' may be used uninitialized in this function,https://github.com/MonetDB/MonetDB/issues/3026,2020-11-30T12:08:05Z,CLOSED,['bug']
2197,Segmentation fault in seqscan_eq_bte_bte_tloc_void_void,https://github.com/MonetDB/MonetDB/issues/3028,2020-11-30T12:08:10Z,CLOSED,['bug']
2198,test sql/test/Dependencies/Tests/Dependencies.sql fails after recent changes,https://github.com/MonetDB/MonetDB/issues/3029,2020-11-30T12:08:13Z,CLOSED,['bug']
2199,optimizer tests fail with new optimizer framework,https://github.com/MonetDB/MonetDB/issues/3030,2020-11-30T12:08:15Z,CLOSED,['bug']
2200,Virtually all SQL tests fail on Windows,https://github.com/MonetDB/MonetDB/issues/3031,2020-11-30T12:08:18Z,CLOSED,['bug']
2201,numerous M5/MAL tests fail on SunOS/Solaris as TypeExecptions do no longer show arguments in command signatures,https://github.com/MonetDB/MonetDB/issues/3032,2020-11-30T12:08:20Z,CLOSED,['bug']
2202,stethoscope needs better documentation,https://github.com/MonetDB/MonetDB/issues/3033,2020-11-30T12:08:23Z,CLOSED,['bug']
2203,INNER JOIN with Subquery produces mal errors,https://github.com/MonetDB/MonetDB/issues/3034,2020-11-30T12:08:25Z,CLOSED,['bug']
2204,optimizers are not getting set correctly through set optimizer,https://github.com/MonetDB/MonetDB/issues/3036,2020-11-30T12:08:30Z,CLOSED,['bug']
2205,Set optimizer pipeline needs garbagecollector at end. But no error is thrown if it is not.,https://github.com/MonetDB/MonetDB/issues/3037,2020-11-30T12:08:32Z,CLOSED,['bug']
2206,"~190 SQL tests fail on Darwin, FreeBSD & Solaris (only) since introduction of ""(extended) relational algebra""",https://github.com/MonetDB/MonetDB/issues/3038,2020-11-30T12:08:35Z,CLOSED,['bug']
2207,Wrong NULL behavior in EXCEPT and INTERSECT,https://github.com/MonetDB/MonetDB/issues/3040,2020-11-30T12:08:40Z,CLOSED,['bug']
2208,WHERE condition ignored after 2 LEFT JOINs with subqueries,https://github.com/MonetDB/MonetDB/issues/3041,2020-11-30T12:08:42Z,CLOSED,['bug']
2209,WITH clause is not allowed in derived table,https://github.com/MonetDB/MonetDB/issues/3043,2020-11-30T12:08:47Z,CLOSED,['bug']
2210,"algebra.project(0@0,bat) fails at propcheck",https://github.com/MonetDB/MonetDB/issues/3045,2020-11-30T12:08:51Z,CLOSED,['bug']
2211,mserver5 terminates with segmentation fault,https://github.com/MonetDB/MonetDB/issues/3046,2020-11-30T12:08:53Z,CLOSED,['bug']
2212,refering to parent table alias in subquery,https://github.com/MonetDB/MonetDB/issues/3047,2020-11-30T12:08:55Z,CLOSED,['bug']
2213,algebra.join undefined when using multiple arithmetic operations in SQL where-clause,https://github.com/MonetDB/MonetDB/issues/3048,2020-11-30T12:08:58Z,CLOSED,['bug']
2214,update statement results in abort,https://github.com/MonetDB/MonetDB/issues/3050,2020-11-30T12:09:04Z,CLOSED,['bug']
2215,tests modules/mal/compress & optimizer/inline07 fail in Apr2012 branch since changeset fcf282c602dc,https://github.com/MonetDB/MonetDB/issues/3051,2020-11-30T12:09:06Z,CLOSED,['bug']
2216,Wrong Error Code on Rollback Exception,https://github.com/MonetDB/MonetDB/issues/3052,2020-11-30T12:09:08Z,CLOSED,['bug']
2217,http://www.monetdb.org/Documentation/monetdbd-man-page shows mserver5 man page iso. monetdbd man page,https://github.com/MonetDB/MonetDB/issues/3053,2020-11-30T12:09:11Z,CLOSED,['bug']
2218,http://www.monetdb.org/Documentation/msqldump removes left-hand side navigation menu,https://github.com/MonetDB/MonetDB/issues/3054,2020-11-30T12:09:13Z,CLOSED,['bug']
2219,alpha function needs to be added during database update,https://github.com/MonetDB/MonetDB/issues/3056,2020-11-30T12:09:17Z,CLOSED,['bug']
2220,"comparison in where clause (left-side multiplication, right-side cosine and sql function with column argument) crashes mserver5",https://github.com/MonetDB/MonetDB/issues/3057,2020-11-30T12:09:19Z,CLOSED,['bug']
2221,Incorrect results in SQL set operators INTERSECT and EXCEPT,https://github.com/MonetDB/MonetDB/issues/3059,2020-11-30T12:09:24Z,CLOSED,['bug']
2222,Extremely slow INSERT speed through JDBC (200 rows / second),https://github.com/MonetDB/MonetDB/issues/3060,2020-11-30T12:09:26Z,CLOSED,['bug']
2223,"AS alias wrongfully assigned in join, if alias was present as normal columnname",https://github.com/MonetDB/MonetDB/issues/3061,2020-11-30T12:09:28Z,CLOSED,['bug']
2224,datacell functions no longer work after restart of database,https://github.com/MonetDB/MonetDB/issues/3063,2020-11-30T12:09:33Z,CLOSED,['bug']
2225,Segmentation fault; rel_crossproduct rel->nrcols = l->nrcols + r->nrcols;,https://github.com/MonetDB/MonetDB/issues/3064,2020-11-30T12:09:35Z,CLOSED,['bug']
2226,crash if DELETE statement with WHERE clause with constant condition is posed,https://github.com/MonetDB/MonetDB/issues/3065,2020-11-30T12:09:38Z,CLOSED,['bug']
2227,Compilation fails due to invalid zlib args in stream.c on Debian 7,https://github.com/MonetDB/MonetDB/issues/3066,2020-11-30T12:09:40Z,CLOSED,['bug']
2228,MonetDB hangs at high hash load,https://github.com/MonetDB/MonetDB/issues/3067,2020-11-30T12:09:43Z,CLOSED,['bug']
2229,mal_parser.c fails to compile,https://github.com/MonetDB/MonetDB/issues/3070,2020-11-30T12:09:55Z,CLOSED,['bug']
2230,Failed to cast VARCHAR to DOUBLE,https://github.com/MonetDB/MonetDB/issues/3071,2020-11-30T12:09:58Z,CLOSED,['bug']
2231,Database upgrade from Dec2011 to Apr2012 broken for storage(),https://github.com/MonetDB/MonetDB/issues/3072,2020-11-30T12:10:00Z,CLOSED,['bug']
2232,VERY slow foreign key check (due to missing batcalc.isnil() ?),https://github.com/MonetDB/MonetDB/issues/3073,2020-11-30T12:10:03Z,CLOSED,['bug']
2233,Name resolution in procedures,https://github.com/MonetDB/MonetDB/issues/3074,2020-11-30T12:10:06Z,CLOSED,['bug']
2234,inconsistent declaration of algebra.markH with 3 input arguments,https://github.com/MonetDB/MonetDB/issues/3075,2020-11-30T12:10:08Z,CLOSED,['bug']
2235,Mic-Windows2008-i386-propcheck: timeouts for nearly every test since f0508988d657,https://github.com/MonetDB/MonetDB/issues/3076,2020-11-30T12:10:10Z,CLOSED,['bug']
2236,No errors on UDF returning table with too many columns,https://github.com/MonetDB/MonetDB/issues/3077,2020-11-30T12:10:13Z,CLOSED,['bug']
2237,debian/ubuntu package building speed can be increased,https://github.com/MonetDB/MonetDB/issues/3078,2020-11-30T12:10:15Z,CLOSED,['bug']
2238,"Converting an Oracle schema DDL for MonetDB fails to create a column named ""no"".",https://github.com/MonetDB/MonetDB/issues/3079,2020-11-30T12:10:17Z,CLOSED,['bug']
2239,"Hardcoded installation path, virtualenv not supported",https://github.com/MonetDB/MonetDB/issues/3080,2020-11-30T12:10:19Z,CLOSED,['bug']
2240,Queries containing WHERE that have OR and equality in the condition run slowly,https://github.com/MonetDB/MonetDB/issues/3081,2020-11-30T12:10:21Z,CLOSED,['bug']
2241,Very poor performance (or hang?) of n-most-common query over varchar,https://github.com/MonetDB/MonetDB/issues/3082,2020-11-30T12:10:23Z,CLOSED,['bug']
2242,Timestamp arithmetic very slow (especially on Windows),https://github.com/MonetDB/MonetDB/issues/3084,2020-11-30T12:10:28Z,CLOSED,['bug']
2243,assertion fails upon execution of a valid SQL query,https://github.com/MonetDB/MonetDB/issues/3085,2020-11-30T12:10:31Z,CLOSED,['bug']
2244,Modulo function does not work in select from table,https://github.com/MonetDB/MonetDB/issues/3086,2020-11-30T12:10:33Z,CLOSED,['bug']
2245,"query causes ""Not yet implemented"" message",https://github.com/MonetDB/MonetDB/issues/3087,2020-11-30T12:10:35Z,CLOSED,['bug']
2246,mserver5 crashed if join condition has two column and incorrect order,https://github.com/MonetDB/MonetDB/issues/3089,2020-11-30T12:10:40Z,CLOSED,['bug']
2247,crashed if using single identifier for where condition,https://github.com/MonetDB/MonetDB/issues/3090,2020-11-30T12:10:43Z,CLOSED,['bug']
2248,Since Apr2012-SP1 !TypeException:user.s11_1[59]:'bat.reverse' undefined in: _89:any := bat.reverse(_86:wrd),https://github.com/MonetDB/MonetDB/issues/3091,2020-11-30T12:10:45Z,CLOSED,['bug']
2249,sql fail if use scalar subquery with alias,https://github.com/MonetDB/MonetDB/issues/3093,2020-11-30T12:10:51Z,CLOSED,['bug']
2250,crash when attaching new client,https://github.com/MonetDB/MonetDB/issues/3094,2020-11-30T12:10:53Z,CLOSED,['bug']
2251,Type of median error,https://github.com/MonetDB/MonetDB/issues/3096,2020-11-30T12:10:58Z,CLOSED,['bug']
2252,"Query gives ""39000!program contains errors"" after updating to 11.9.5-20120516",https://github.com/MonetDB/MonetDB/issues/3097,2020-11-30T12:11:01Z,CLOSED,['bug']
2253,query makes monetdb go to 100% for probably inifinity,https://github.com/MonetDB/MonetDB/issues/3098,2020-11-30T12:11:04Z,CLOSED,['bug']
2254,ambiguous attributes in query with WITH clause and EXISTS clause,https://github.com/MonetDB/MonetDB/issues/3099,2020-11-30T12:11:06Z,CLOSED,['bug']
2255,charset problem with the odbc driver for windows,https://github.com/MonetDB/MonetDB/issues/3100,2020-11-30T12:11:08Z,CLOSED,['bug']
2256,Debian/Ubuntu startup scripts don't work (anymore),https://github.com/MonetDB/MonetDB/issues/3101,2020-11-30T12:11:11Z,CLOSED,['bug']
2257,display_size and internal_size of Cursor.description or incorrect,https://github.com/MonetDB/MonetDB/issues/3103,2020-11-30T12:11:15Z,CLOSED,['bug']
